Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2002,U.S.,75
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Arkansas,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Illinois,77
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Indiana,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Iowa,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Kansas,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Michigan,73
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Minnesota,79
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Mississippi,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Missouri,83
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Nebraska,86
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,North Dakota,74
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Ohio,74
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,South Dakota,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Wisconsin,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,Other States,76
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2003,U.S.,81
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Arkansas,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Illinois,81
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Indiana,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Iowa,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Kansas,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Michigan,75
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Minnesota,82
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Mississippi,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Missouri,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Nebraska,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,North Dakota,82
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Ohio,76
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,South Dakota,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Wisconsin,82
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,Other States,82
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2004,U.S.,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Arkansas,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Illinois,81
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Indiana,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Iowa,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Kansas,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Michigan,76
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Minnesota,83
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Mississippi,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Missouri,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Nebraska,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,North Dakota,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Ohio,77
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,South Dakota,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Wisconsin,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,Other States,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2005,U.S.,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Arkansas,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Illinois,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Indiana,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Iowa,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Kansas,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Michigan,81
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Minnesota,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Mississippi,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Missouri,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Nebraska,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,North Dakota,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Ohio,82
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,South Dakota,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Wisconsin,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,Other States,86
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2006,U.S.,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Arkansas,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Illinois,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Indiana,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Iowa,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Kansas,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Michigan,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Minnesota,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Mississippi,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Missouri,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Nebraska,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,North Dakota,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Ohio,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,South Dakota,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Wisconsin,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,Other States,86
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2007,U.S.,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Arkansas,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Illinois,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Indiana,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Iowa,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Kansas,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Michigan,84
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Minnesota,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Mississippi,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Missouri,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Nebraska,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,North Dakota,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,Herbicide-tolerant only,2008,Ohio,89
